EventID,EventName,EventType,Department,DayOfWeek,Season,TimeOfDay,VenueCapacity,Attendance,AttendanceLevel,FeedbackScore,EngagementIndex
195,Event_195,Seminar,CSE,Wednesday,Monsoon,Morning,226,92,Medium,5.0,2.03539823
616,Event_616,Sports,ECE,Wednesday,Monsoon,Morning,246,155,Medium,1.0,0.630081301
644,Event_644,Sports,Management,Saturday,Summer,Evening,270,131,Medium,3.0,1.455555556
678,Event_678,Sports,ECE,Tuesday,Winter,Evening,118,91,High,4.0,2.262711864
429,Event_429,Hackathon,Civil,Saturday,Monsoon,Evening,331,104,Low,5.0,1.555891239
686,Event_686,Workshop,Management,Tuesday,Winter,Morning,237,66,Low,4.0,0.949367089
178,Event_178,Workshop,ECE,Wednesday,Summer,Evening,206,126,Medium,4.0,2.466019417
640,Event_640,Hackathon,Management,Thursday,Monsoon,Afternoon,448,287,Medium,4.0,2.482142857
349,Event_349,Cultural,Mechanical,Monday,Monsoon,Morning,491,434,High,4.0,3.551934827
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,142,Medium,3.0,1.851132686
331,Event_331,Sports,Management,Wednesday,Winter,Evening,153,121,High,3.0,2.37254902
526,Event_526,Seminar,Civil,Thursday,Monsoon,Afternoon,133,136,High,2.0,1.909774436
189,Event_189,Workshop,ECE,Wednesday,Winter,Evening,149,123,High,1.0,0.852348993
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,144,Medium,3.0,1.851132686
295,Event_295,Seminar,Management,Tuesday,Summer,Morning,102,86,High,5.0,4.068627451
203,Event_203,Workshop,Management,Saturday,Summer,Evening,267,98,Low,2.0,1.101123596
484,Event_484,Hackathon,ECE,Tuesday,Winter,Morning,233,145,Medium,5.0,3.111587983
455,Event_455,Seminar,ECE,Thursday,Monsoon,Afternoon,127,111,High,3.0,1.88976378
251,Event_251,Workshop,Civil,Monday,Monsoon,Evening,149,127,High,1.0,1.583892617
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,143,Medium,4.0,1.851132686
159,Event_159,Workshop,CSE,Wednesday,Winter,Evening,490,384,High,5.0,3.867346939
278,Event_278,Sports,ECE,Tuesday,Summer,Evening,359,76,Low,1.0,0.211699164
538,Event_538,Sports,CSE,Tuesday,Monsoon,Afternoon,205,60,Low,5.0,1.243902439
92,Event_92,Workshop,Management,Saturday,Summer,Morning,464,268,Medium,3.0,1.765086207
322,Event_322,Cultural,CSE,Friday,Monsoon,Evening,237,203,High,4.0,4.345991561
33,Event_33,Seminar,Civil,Tuesday,Summer,Morning,116,112,High,1.0,0.965517241
665,Event_665,Sports,Management,Saturday,Summer,Evening,213,73,Low,4.0,1.370892019
54,Event_54,Hackathon,Mechanical,Monday,Summer,Afternoon,153,60,Low,2.0,0.705882353
456,Event_456,Cultural,Mechanical,Saturday,Summer,Evening,251,238,High,2.0,0.944223108
122,Event_122,Seminar,Civil,Monday,Winter,Morning,72,71,High,4.0,4.305555556
563,Event_563,Hackathon,ECE,Wednesday,Monsoon,Morning,296,272,High,4.0,3.756756757
495,Event_495,Hackathon,Management,Thursday,Winter,Afternoon,360,308,High,3.0,3.388888889
413,Event_413,Hackathon,ECE,Wednesday,Summer,Evening,117,31,Low,4.0,1.41025641
244,Event_244,Sports,Mechanical,Monday,Monsoon,Afternoon,285,119,Medium,2.0,0.856140351
229,Event_229,Sports,CSE,Friday,Winter,Afternoon,260,172,Medium,5.0,3.211538462
277,Event_277,Hackathon,Management,Saturday,Summer,Evening,77,71,High,5.0,3.584415584
21,Event_21,Cultural,Mechanical,Thursday,Winter,Afternoon,106,37,Low,2.0,1.103773585
156,Event_156,Workshop,Civil,Monday,Monsoon,Afternoon,253,243,High,5.0,4.920948617
272,Event_272,Workshop,Management,Friday,Monsoon,Morning,52,11,Low,4.0,1.0
699,Event_699,Cultural,CSE,Tuesday,Summer,Morning,52,49,High,4.0,4.903846154
119,Event_119,Workshop,Management,Monday,Summer,Evening,80,55,Medium,5.0,3.4375
319,Event_319,Cultural,ECE,Thursday,Monsoon,Morning,458,308,Medium,5.0,3.427947598
648,Event_648,Hackathon,Management,Friday,Summer,Afternoon,196,173,High,2.0,0.913265306
505,Event_505,Sports,Mechanical,Friday,Winter,Evening,174,90,Medium,5.0,2.068965517
133,Event_133,Seminar,ECE,Thursday,Summer,Morning,227,129,Medium,5.0,2.841409692
33,Event_33,Seminar,Civil,Tuesday,Summer,Morning,116,110,High,1.0,0.965517241
171,Event_171,Workshop,Mechanical,Thursday,Winter,Evening,313,267,High,5.0,4.265175719
541,Event_541,Workshop,CSE,Monday,Monsoon,Evening,220,140,Medium,5.0,3.181818182
575,Event_575,Hackathon,Mechanical,Wednesday,Monsoon,Evening,143,116,High,5.0,4.335664336
694,Event_694,Workshop,Mechanical,Tuesday,Monsoon,Evening,152,39,Low,5.0,1.151315789
109,Event_109,Sports,CSE,Saturday,Summer,Evening,207,59,Low,5.0,1.449275362
436,Event_436,Seminar,ECE,Monday,Winter,Evening,297,99,Low,5.0,1.582491582
619,Event_619,Seminar,Mechanical,Wednesday,Monsoon,Afternoon,361,113,Low,1.0,0.290858726
675,Event_675,Workshop,Management,Saturday,Monsoon,Afternoon,165,74,Medium,4.0,1.793939394
363,Event_363,Seminar,Civil,Thursday,Winter,Afternoon,209,59,Low,5.0,1.507177033
345,Event_345,Cultural,Mechanical,Wednesday,Summer,Evening,273,204,High,4.0,3.717948718
132,Event_132,Hackathon,Mechanical,Friday,Monsoon,Morning,63,28,Low,1.0,0.603174603
448,Event_448,Workshop,Civil,Friday,Winter,Afternoon,95,29,Low,3.0,0.663157895
685,Event_685,Sports,,Monday,Winter,Morning,298,114,Low,4.0,1.489932886
198,Event_198,Workshop,CSE,Monday,Monsoon,Afternoon,105,73,High,2.0,1.523809524
363,Event_363,Seminar,Civil,Thursday,Winter,Afternoon,209,62,Low,5.0,1.507177033
330,Event_330,Cultural,CSE,Friday,Winter,Evening,224,96,Medium,3.0,1.191964286
580,Event_580,Seminar,ECE,Monday,Summer,Afternoon,140,98,Medium,4.0,2.035714286
129,Event_129,Hackathon,ECE,Tuesday,Monsoon,Afternoon,197,122,Medium,3.0,2.659898477
322,Event_322,Cultural,CSE,Friday,Monsoon,Evening,237,200,High,5.0,4.345991561
626,Event_626,Cultural,Mechanical,Thursday,Winter,Morning,452,168,Low,2.0,0.703539823
542,Event_542,Cultural,Management,Monday,Summer,Evening,265,164,Medium,4.0,2.41509434
308,Event_308,Seminar,CSE,Saturday,Winter,Afternoon,458,85,Low,5.0,1.015283843
454,Event_454,Hackathon,CSE,Thursday,Monsoon,Evening,259,221,High,1.0,0.849420849
384,Event_384,Seminar,ECE,Wednesday,Monsoon,Evening,53,43,High,3.0,3.547169811
356,Event_356,Sports,Mechanical,Thursday,Winter,Morning,257,193,High,5.0,3.754863813
645,Event_645,Hackathon,ECE,Tuesday,Winter,Morning,441,377,High,1.0,0.83446712
433,Event_433,Seminar,Management,Thursday,Winter,Evening,133,35,Low,1.0,0.218045113
303,Event_303,Workshop,Civil,Wednesday,Winter,Morning,386,158,Medium,,1.235751295
395,Event_395,Hackathon,Mechanical,Saturday,Summer,Evening,337,251,High,2.0,2.234421365
111,Event_111,Workshop,Civil,Friday,Winter,Morning,318,263,High,4.0,3.993710692
386,Event_386,Workshop,CSE,Tuesday,Summer,Evening,153,27,Low,4.0,0.588235294
183,Event_183,Workshop,Mechanical,Monday,Winter,Evening,156,32,Low,4.0,0.807692308
571,Event_571,Cultural,CSE,Monday,Monsoon,Morning,290,168,Medium,3.0,1.789655172
504,Event_504,Sports,CSE,Tuesday,Monsoon,Afternoon,108,43,Low,2.0,0.37037037
633,Event_633,Seminar,Civil,Friday,Summer,Evening,89,18,Low,2.0,0.258426966
580,Event_580,Seminar,ECE,Monday,Summer,Afternoon,140,93,Medium,4.0,2.035714286
137,Event_137,Seminar,ECE,Thursday,Monsoon,Afternoon,457,319,High,5.0,2.853391685
658,Event_658,Cultural,,Tuesday,Monsoon,Afternoon,244,223,High,4.0,3.737704918
13,Event_13,Hackathon,ECE,Wednesday,Winter,Afternoon,326,253,High,4.0,2.981595092
44,Event_44,Cultural,Management,Friday,Summer,Afternoon,438,397,High,2.0,0.885844749
513,Event_513,Workshop,Mechanical,Tuesday,Winter,Morning,467,342,High,5.0,3.74732334
272,Event_272,Workshop,Management,Friday,Monsoon,Morning,52,23,Low,5.0,1.0
127,Event_127,Hackathon,ECE,Tuesday,Winter,Afternoon,103,76,High,1.0,1.417475728
335,Event_335,Seminar,Civil,Tuesday,Winter,Afternoon,230,223,High,3.0,3.791304348
349,Event_349,Cultural,Mechanical,Monday,Monsoon,Morning,491,443,High,3.0,3.551934827
147,Event_147,Seminar,Civil,Tuesday,Summer,Evening,168,49,Low,5.0,0.928571429
452,Event_452,Seminar,ECE,Monday,Winter,Morning,135,43,Low,3.0,1.066666667
155,Event_155,Sports,Civil,Friday,Summer,Evening,410,374,High,5.0,3.648780488
282,Event_282,Hackathon,Civil,Tuesday,Summer,Morning,70,58,High,5.0,3.542857143
338,Event_338,Seminar,Mechanical,Friday,Winter,Morning,224,153,High,3.0,1.455357143
329,Event_329,Cultural,Civil,Friday,Monsoon,Afternoon,321,96,Low,4.0,1.196261682
649,Event_649,Workshop,CSE,Thursday,Summer,Afternoon,161,112,High,4.0,2.782608696
10,Event_10,Hackathon,CSE,Tuesday,Winter,Afternoon,347,104,Low,4.0,0.890489914
233,Event_233,Seminar,ECE,Friday,Monsoon,Afternoon,450,433,High,1.0,1.964444444
246,Event_246,Sports,Mechanical,Saturday,Monsoon,Morning,429,94,Low,1.0,0.452214452
516,Event_516,Sports,Mechanical,Saturday,Summer,Evening,190,83,Medium,2.0,0.852631579
669,Event_669,Cultural,Civil,Tuesday,Winter,Afternoon,372,144,Medium,2.0,1.209677419
378,Event_378,Cultural,Management,Wednesday,Monsoon,Morning,461,346,High,4.0,2.297180043
562,Event_562,Workshop,CSE,Monday,Monsoon,Afternoon,297,192,Medium,1.0,1.306397306
489,Event_489,Seminar,,Monday,Summer,Morning,381,316,High,2.0,2.480314961
237,Event_237,Workshop,CSE,Saturday,Winter,Evening,77,73,High,2.0,1.766233766
428,Event_428,Hackathon,Management,Saturday,Monsoon,Evening,291,68,Low,2.0,0.202749141
302,Event_302,Hackathon,Civil,Wednesday,Summer,Afternoon,307,278,High,5.0,4.397394137
679,Event_679,Hackathon,CSE,Monday,Monsoon,Evening,400,145,Low,3.0,1.125
247,Event_247,Seminar,ECE,Monday,Summer,Evening,62,31,Medium,2.0,0.629032258
72,Event_72,Hackathon,CSE,Friday,Summer,Morning,110,64,Medium,2.0,1.718181818
551,Event_551,Sports,Civil,Tuesday,Monsoon,Afternoon,150,55,Low,5.0,1.493333333
415,Event_415,Workshop,Mechanical,Monday,Monsoon,Morning,461,379,High,5.0,4.013015184
208,Event_208,Sports,Mechanical,Thursday,Monsoon,Morning,169,146,High,3.0,2.769230769
131,Event_131,Sports,Civil,Saturday,Summer,Evening,419,235,Medium,3.0,1.725536993
520,Event_520,Sports,CSE,Tuesday,Summer,Afternoon,143,46,Low,4.0,1.398601399
263,Event_263,Hackathon,ECE,Thursday,Monsoon,Morning,222,144,Medium,3.0,2.702702703
420,Event_420,Seminar,ECE,Friday,Winter,Afternoon,151,73,Medium,1.0,0.516556291
294,Event_294,Seminar,ECE,Monday,Summer,Morning,352,67,Low,5.0,1.022727273
101,Event_101,Seminar,Mechanical,Saturday,Summer,Evening,167,43,Low,5.0,1.053892216
348,Event_348,Workshop,Mechanical,Saturday,Monsoon,Morning,104,36,Low,2.0,0.951923077
305,Event_305,Sports,Management,Thursday,Winter,Evening,447,205,Medium,3.0,1.402684564
580,Event_580,Seminar,ECE,Monday,Summer,Afternoon,140,91,Medium,2.0,2.035714286
595,Event_595,Seminar,Mechanical,Friday,Winter,Afternoon,107,63,Medium,4.0,1.990654206
690,Event_690,Sports,Civil,Tuesday,Summer,Evening,362,108,Low,3.0,0.944751381
230,Event_230,Seminar,Management,Friday,Winter,Afternoon,189,78,Low,5.0,1.957671958
667,Event_667,Hackathon,CSE,Thursday,Summer,Morning,73,42,High,3.0,1.424657534
559,Event_559,Workshop,Mechanical,Tuesday,Monsoon,Afternoon,277,183,Medium,1.0,0.667870036
78,Event_78,Seminar,Management,Tuesday,Summer,Afternoon,473,96,Low,4.0,0.65961945
242,Event_242,Workshop,Management,Friday,Monsoon,Morning,305,177,Medium,2.0,0.570491803
431,Event_431,Cultural,ECE,Friday,Summer,Morning,419,407,High,4.0,3.885441527
39,Event_39,Workshop,Civil,Thursday,Monsoon,Afternoon,448,100,Low,3.0,0.8125
591,Event_591,Workshop,ECE,Tuesday,Summer,Evening,373,107,Low,3.0,0.892761394
408,Event_408,Seminar,Management,Monday,Summer,Afternoon,350,309,High,4.0,3.6
246,Event_246,Sports,Mechanical,Saturday,Monsoon,Morning,429,87,Low,1.0,0.452214452
118,Event_118,Sports,CSE,Wednesday,Monsoon,Evening,263,106,Medium,5.0,2.034220532
235,Event_235,Workshop,Management,Friday,Winter,Evening,353,345,High,3.0,2.932011331
632,Event_632,Workshop,Management,Saturday,Summer,Evening,203,102,Medium,4.0,1.374384236
397,Event_397,Hackathon,Civil,Tuesday,Winter,Morning,327,260,High,1.0,0.79204893
650,Event_650,Cultural,CSE,Tuesday,Monsoon,Afternoon,152,134,High,2.0,0.921052632
252,Event_252,Seminar,Mechanical,Monday,Summer,Afternoon,80,75,High,2.0,0.875
677,Event_677,Hackathon,Mechanical,Monday,Winter,Evening,414,141,Low,1.0,0.355072464
159,Event_159,Workshop,CSE,Wednesday,Winter,Evening,490,369,High,5.0,3.867346939
676,Event_676,Hackathon,ECE,Thursday,Summer,Evening,328,100,Low,2.0,0.332317073
141,Event_141,Workshop,Management,Wednesday,Summer,Afternoon,240,61,Low,2.0,0.8375
415,Event_415,Workshop,Mechanical,Monday,Monsoon,Morning,461,362,High,5.0,4.013015184
529,Event_529,Hackathon,Mechanical,Wednesday,Monsoon,Morning,391,340,High,5.0,4.296675192
693,Event_693,Seminar,Management,Thursday,Summer,Evening,440,407,High,1.0,0.911363636
364,Event_364,Hackathon,CSE,Tuesday,Monsoon,Evening,380,206,Medium,4.0,1.602631579
609,Event_609,Cultural,Civil,Thursday,Winter,Morning,450,362,High,4.0,4.088888889
371,Event_371,Cultural,Management,Tuesday,Winter,Afternoon,181,29,Low,4.0,0.994475138
238,Event_238,Seminar,CSE,Tuesday,Winter,Evening,90,27,Low,3.0,0.755555556
161,Event_161,Sports,CSE,Tuesday,Winter,Afternoon,398,248,Medium,1.0,0.600502513
323,Event_323,Cultural,Mechanical,Wednesday,Summer,Evening,395,397,High,5.0,4.924050633
64,Event_64,Cultural,,Friday,Summer,Afternoon,404,151,Low,2.0,0.366336634
202,Event_202,Sports,CSE,Wednesday,Monsoon,Morning,235,58,Low,2.0,0.485106383
386,Event_386,Workshop,CSE,Tuesday,Summer,Evening,153,31,Low,3.0,0.588235294
687,Event_687,Hackathon,CSE,Wednesday,Summer,Morning,103,49,Medium,2.0,0.45631068
390,Event_390,Cultural,CSE,Tuesday,Summer,Evening,361,207,Medium,2.0,1.135734072
450,Event_450,Cultural,Civil,Thursday,Monsoon,Afternoon,343,186,Medium,2.0,1.679300292
446,Event_446,Seminar,Civil,Monday,Monsoon,Afternoon,171,47,Low,5.0,1.520467836
542,Event_542,Cultural,Management,Monday,Summer,Evening,265,167,Medium,5.0,2.41509434
137,Event_137,Seminar,ECE,Thursday,Monsoon,Afternoon,457,326,High,4.0,2.853391685
274,Event_274,Seminar,Management,Tuesday,Winter,Afternoon,375,135,Low,5.0,1.813333333
137,Event_137,Seminar,ECE,Thursday,Monsoon,Afternoon,457,322,High,5.0,2.853391685
553,Event_553,Cultural,ECE,Saturday,Summer,Afternoon,426,87,Low,3.0,0.403755869
209,Event_209,Seminar,CSE,Friday,Monsoon,Afternoon,488,231,Medium,3.0,1.819672131
346,Event_346,Cultural,Mechanical,Friday,Monsoon,Afternoon,202,81,Low,2.0,1.054455446
474,Event_474,Hackathon,ECE,Wednesday,Summer,Morning,60,41,High,1.0,0.85
485,Event_485,Workshop,Management,Wednesday,Winter,Afternoon,369,195,Medium,4.0,1.544715447
509,Event_509,Hackathon,ECE,Friday,Summer,Evening,348,115,Low,5.0,1.218390805
210,Event_210,Seminar,ECE,Thursday,Monsoon,Evening,443,144,Low,2.0,0.920993228
524,Event_524,Sports,Mechanical,Monday,Winter,Evening,130,76,Medium,5.0,2.769230769
260,Event_260,Cultural,CSE,Monday,Monsoon,Morning,149,44,Low,4.0,1.610738255
648,Event_648,Hackathon,Management,Friday,Summer,Afternoon,196,189,High,1.0,0.913265306
162,Event_162,Workshop,ECE,Saturday,Monsoon,Evening,203,180,High,3.0,1.852216749
570,Event_570,Sports,Management,Friday,Summer,Afternoon,376,240,Medium,5.0,2.595744681
45,Event_45,Cultural,Mechanical,Saturday,Monsoon,Evening,237,196,High,3.0,1.594936709
124,Event_124,Sports,Mechanical,Saturday,Summer,Morning,495,130,Low,1.0,0.272727273
130,Event_130,Hackathon,CSE,Tuesday,Monsoon,Morning,209,108,Medium,4.0,2.583732057
284,Event_284,Seminar,ECE,Thursday,Winter,Evening,284,112,Medium,4.0,1.225352113
478,Event_478,Workshop,CSE,Wednesday,Winter,Evening,218,146,High,3.0,2.862385321
269,Event_269,Hackathon,Civil,Friday,Summer,Morning,312,71,Low,3.0,0.493589744
279,Event_279,Sports,Mechanical,Saturday,Winter,Evening,487,181,Low,2.0,0.367556468
90,Event_90,Sports,CSE,Tuesday,Summer,Afternoon,233,218,High,4.0,3.793991416
403,Event_403,Workshop,CSE,Saturday,Summer,Morning,411,253,Medium,3.0,2.423357664
547,Event_547,Hackathon,Mechanical,Friday,Summer,Afternoon,104,75,High,5.0,2.961538462
654,Event_654,Hackathon,CSE,Thursday,Winter,Afternoon,427,406,High,4.0,4.789227166
375,Event_375,Workshop,Management,Thursday,Winter,Afternoon,206,69,Low,5.0,1.436893204
698,Event_698,Cultural,ECE,Thursday,Winter,Afternoon,261,119,Medium,2.0,1.252873563
354,Event_354,Seminar,CSE,Tuesday,Monsoon,Evening,61,58,High,4.0,3.803278689
285,Event_285,Workshop,Mechanical,Monday,Winter,Evening,276,146,Medium,4.0,2.68115942
18,Event_18,Hackathon,ECE,Wednesday,Summer,Morning,84,38,Medium,4.0,1.535714286
452,Event_452,Seminar,ECE,Monday,Winter,Morning,135,33,Low,5.0,1.066666667
99,Event_99,Cultural,Mechanical,Friday,Monsoon,Afternoon,104,81,High,3.0,1.384615385
302,Event_302,Hackathon,Civil,Wednesday,Summer,Afternoon,307,268,High,5.0,4.397394137
433,Event_433,Seminar,Management,Thursday,Winter,Evening,133,32,Low,1.0,0.218045113
130,Event_130,Hackathon,CSE,Tuesday,Monsoon,Morning,209,100,Medium,5.0,2.583732057
180,Event_180,Workshop,Mechanical,Friday,Summer,Afternoon,188,100,Medium,4.0,2.872340426
688,Event_688,Workshop,CSE,Friday,Winter,Morning,375,199,Medium,3.0,1.672
111,Event_111,Workshop,Civil,Friday,Winter,Morning,318,251,High,5.0,3.993710692
178,Event_178,Workshop,ECE,Wednesday,Summer,Evening,206,123,Medium,5.0,2.466019417
639,Event_639,Seminar,Civil,Friday,Summer,Evening,133,20,Low,2.0,0.631578947
254,Event_254,Sports,Management,Monday,Monsoon,Morning,65,22,Medium,5.0,1.969230769
679,Event_679,Hackathon,CSE,Monday,Monsoon,Evening,400,158,Low,4.0,1.125
53,Event_53,Seminar,CSE,Friday,Monsoon,Morning,240,138,Medium,2.0,1.15
122,Event_122,Seminar,Civil,Monday,Winter,Morning,72,60,High,5.0,4.305555556
127,Event_127,Hackathon,ECE,Tuesday,Winter,Afternoon,103,70,High,2.0,1.417475728
212,Event_212,Seminar,Mechanical,Wednesday,Winter,Evening,72,37,Medium,2.0,1.666666667
509,Event_509,Hackathon,ECE,Friday,Summer,Evening,348,99,Low,4.0,1.218390805
160,Event_160,Sports,Mechanical,Thursday,Monsoon,Afternoon,290,99,Low,2.0,0.682758621
31,Event_31,Sports,Management,Wednesday,Monsoon,Evening,79,70,High,1.0,0.860759494
403,Event_403,Workshop,CSE,Saturday,Summer,Morning,411,243,Medium,4.0,2.423357664
466,Event_466,Cultural,ECE,Thursday,Summer,Afternoon,284,180,Medium,,2.521126761
224,Event_224,Seminar,Management,Saturday,Winter,Evening,330,80,Low,1.0,0.460606061
188,Event_188,Workshop,Management,Friday,Winter,Morning,477,282,Medium,3.0,2.440251572
25,Event_25,Workshop,CSE,Friday,Winter,Afternoon,68,54,High,3.0,2.735294118
301,Event_301,Hackathon,Civil,Saturday,Summer,Morning,329,132,Low,5.0,1.914893617
576,Event_576,Hackathon,ECE,Thursday,Summer,Evening,212,159,High,5.0,3.75
180,Event_180,Workshop,Mechanical,Friday,Summer,Afternoon,188,105,Medium,5.0,2.872340426
224,Event_224,Seminar,Management,Saturday,Winter,Evening,330,76,Low,1.0,0.460606061
132,Event_132,Hackathon,Mechanical,Friday,Monsoon,Morning,63,27,Low,2.0,0.603174603
153,Event_153,Workshop,Civil,Monday,Summer,Morning,176,140,High,5.0,4.232954545
457,Event_457,Hackathon,CSE,Thursday,Monsoon,Morning,351,63,Low,3.0,0.415954416
451,Event_451,Sports,CSE,Friday,Winter,Morning,111,31,Low,4.0,0.990990991
90,Event_90,Sports,CSE,Tuesday,Summer,Afternoon,233,223,High,3.0,3.793991416
670,Event_670,Workshop,Mechanical,Wednesday,Summer,Morning,339,246,High,2.0,2.159292035
489,Event_489,Seminar,,Monday,Summer,Morning,381,311,High,2.0,2.480314961
437,Event_437,Cultural,ECE,Friday,Summer,Afternoon,103,66,Medium,3.0,1.922330097
334,Event_334,Hackathon,Mechanical,Saturday,Winter,Evening,332,248,High,4.0,2.304216867
540,Event_540,Seminar,,Monday,Winter,Afternoon,304,72,Low,5.0,0.842105263
612,Event_612,Workshop,Management,Saturday,Winter,Evening,286,137,Medium,1.0,0.503496503
68,Event_68,Cultural,Management,Thursday,Summer,Evening,237,169,High,2.0,2.227848101
5,Event_5,Hackathon,CSE,Monday,Winter,Morning,263,120,Medium,4.0,1.764258555
387,Event_387,Cultural,ECE,Friday,Winter,Morning,442,415,High,3.0,3.755656109
384,Event_384,Seminar,ECE,Wednesday,Monsoon,Evening,53,54,High,3.0,3.547169811
685,Event_685,Sports,,Monday,Winter,Morning,298,117,Low,3.0,1.489932886
604,Event_604,Seminar,Management,Thursday,Summer,Evening,90,30,Low,5.0,1.277777778
517,Event_517,Cultural,Mechanical,Tuesday,Monsoon,Evening,411,397,High,3.0,1.941605839
184,Event_184,Cultural,Mechanical,Tuesday,Monsoon,Evening,196,193,High,5.0,4.948979592
497,Event_497,Sports,ECE,Thursday,Winter,Evening,423,152,Low,2.0,1.056737589
152,Event_152,Workshop,Management,Thursday,Summer,Afternoon,403,132,Low,3.0,0.945409429
38,Event_38,Hackathon,Civil,Friday,Monsoon,Afternoon,50,43,High,5.0,4.4
332,Event_332,Cultural,ECE,Thursday,Monsoon,Morning,141,59,Medium,5.0,2.411347518
291,Event_291,Sports,ECE,Monday,Monsoon,Morning,187,117,Medium,3.0,1.780748663
13,Event_13,Hackathon,ECE,Wednesday,Winter,Afternoon,326,250,High,5.0,2.981595092
364,Event_364,Hackathon,CSE,Tuesday,Monsoon,Evening,380,200,Medium,3.0,1.602631579
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,39,High,1.0,1.719298246
